Unique_ID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Density_Nm2,Region,Trophic,Group,Genus,Reference,Notes
3491,4,5,Invertebrate,Diptera,Limnochironomus pulsus,0.000556,955,Aquatic,Benthos,,Limnochironomus,"Maitland 1974; Potter 1974; in Damuth 1987 (Ref: 430, 542)",
3492,4,5,Invertebrate,Diptera,Limnochironomus pulsus,0.003480166,517.2494053,Res. Eglwys Nunydd,Benthos,,Limnochironomus,Plante Downing 1989,
3493,4,5,Invertebrate,Diptera,Microtendipes chloris,0.000128,4950,Aquatic,,,Microtendipes,Kajak 1966; in Damuth 1987 (Ref: 339),
3494,4,5,Invertebrate,Diptera,Microtendipes sp.,0.00171,895,Aquatic,Benthos,,Microtendipes,Potter 1974; in Damuth 1987 (Ref: 542),
3495,4,5,Invertebrate,Diptera,Microtendipes sp.,0.007800097,359.004589,Res. Eglwys Nunydd,Benthos,,Microtendipes,Plante Downing 1989,
3496,4,5,Invertebrate,Diptera,Parachironomus mancus,0.001116092,179.2255823,Res. Eglwys Nunydd,Benthos,,Parachironomus,Plante Downing 1989,
3497,4,5,Invertebrate,Diptera,Parachironomus tener,0.000156,778,Aquatic,,,Parachironomus,Potter 1974; in Damuth 1987 (Ref: 542),
3498,4,5,Invertebrate,Diptera,Pentaneura monilis,0.0000184,163,Aquatic,,,Pentaneura,Maitland 1974; in Damuth 1987 (Ref: 430),
3499,4,5,Invertebrate,Diptera,Procladius barbatus,0.019230917,117.543874,Lac Malsjoen,Benthos,,Procladius,Plante Downing 1989,
3500,4,5,Invertebrate,Diptera,Procladius choreus,0.000439,1830,Aquatic,Benthos,,Procladius,"Leuthold 1972; Potter 1974; in Damuth 1987 (Ref: 403, 542)",
3501,4,5,Invertebrate,Diptera,Procladius choreus,0.003820322,709.4144005,Loch Leven,Benthos,,Procladius,Plante Downing 1989,
3502,4,5,Invertebrate,Diptera,Procladius choreus,0.005480245,949.0738339,Res. Eglwys Nunydd,Benthos,,Procladius,Plante Downing 1989,
3503,4,5,Invertebrate,Diptera,Procladius crassinervis,0.009482001,513.6886854,Loch Leven,Benthos,,Procladius,Plante Downing 1989,
3504,4,5,Invertebrate,Diptera,Procladius freemani,0.000549541,4913.602273,Lac Manitoba,Benthos,,Procladius,Plante Downing 1989,
3505,4,5,Invertebrate,Diptera,Procladius pectinatus,0.00233,300,Aquatic,,,Procladius,Jonasson 1972; in Damuth 1987 (Ref: 331),
3506,4,5,Invertebrate,Diptera,Procladius sagittalis,0.0000776,889,Aquatic,,,Procladius,Griffiths 1973; in Damuth 1987 (Ref: 264),
3507,4,5,Invertebrate,Diptera,Procladius simplicistilus,0.01314014,51.98762768,Loch Leven,Benthos,,Procladius,Plante Downing 1989,
3508,4,5,Invertebrate,Diptera,Procladius sp.,0.007899507,56.97705528,Texas pond,Benthos,,Procladius,Plante Downing 1989,
3509,4,5,Invertebrate,Diptera,Psectrocladius sordidellus,0.003981072,728.4504233,Lac de Port-Bielh,Benthos,,Psectrocladius,Plante Downing 1989,
3510,4,5,Invertebrate,Diptera,Pseudodiamesa arctica,0.0027,122,Aquatic,,,Pseudodiamesa,Welch 1976; in Damuth 1987 (Ref: 694),
3511,4,5,Invertebrate,Diptera,Psilotanypus ruforittatus,0.00336047,1845.015419,Res. Eglwys Nunydd,Benthos,,Psilotanypus,Plante Downing 1989,
3512,4,5,Invertebrate,Diptera,Psilotanypus rufovittatus,0.000556,6700,Aquatic,Benthos,,Psilotanypus,Potter 1974; in Damuth 1987 (Ref: 542),
3513,4,5,Invertebrate,Diptera,Psilotanypus rufovittatus,0.001860373,133.8443368,Loch Leven,Benthos,,Psilotanypus,Plante Downing 1989,
3514,4,5,Invertebrate,Diptera,Stictochironomus rosens,0.006325575,188.1481706,Lac Malsjoen,Benthos,,Stictochironomus,Plante Downing 1989,
3515,4,5,Invertebrate,Diptera,Tanytarsus barbitarsus,0.001,80704.91789,Lac Werowrap,Benthos,,Tanytarsus,Plante Downing 1989,
3516,4,5,Invertebrate,Diptera,Tanytarsus eminulus,0.000015,4600,Aquatic,,,Tanytarsus,Griffiths 1973; in Damuth 1987 (Ref: 264),
3517,4,5,Invertebrate,Diptera,Tanytarsus gracilensis,0.024997697,1512.864388,Lac Mytvatn,Benthos,,Tanytarsus,Plante Downing 1989,
3518,4,5,Invertebrate,Diptera,Tanytarsus holochlorus,0.000334,4310,Aquatic,Benthos,,Tanytarsus,Potter 1974; in Damuth 1987 (Ref: 542),
3519,4,5,Invertebrate,Diptera,Tanytarsus holochlorus,0.002320064,1034.665576,Res. Eglwys Nunydd,Benthos,,Tanytarsus,Plante Downing 1989,
3520,4,5,Invertebrate,Diptera,Tanytarsus inopersus,0.001164126,1460.494749,Res. Eglwys Nunydd,Benthos,,Tanytarsus,Plante Downing 1989,
3521,4,5,Invertebrate,Diptera,Tanytarsus inopterus,0.000284,3590,Aquatic,,,Tanytarsus,Potter 1974; in Damuth 1987 (Ref: 542),
3522,4,5,Invertebrate,Diptera,Tanytarsus jucundus,0.00205,7190,Aquatic,,,Tanytarsus,Anderson 1956; in Damuth 1987 (Ref: 15),
3523,4,5,Invertebrate,Diptera,Tanytarsus lugens,0.000426,4510,Aquatic,Benthos,,Tanytarsus,Potter 1974; in Damuth 1987 (Ref: 542),
3524,4,5,Invertebrate,Diptera,Tanytarsus lugens,0.001776233,1801.77269,Res. Eglwys Nunydd,Benthos,,Tanytarsus,Plante Downing 1989,
3525,4,5,Invertebrate,Diptera,Tanytarsus sp.,1.35238E-05,33281.2784,Lac Norman,Benthos,,Tanytarsus,Plante Downing 1989,
3526,4,5,Invertebrate,Diptera,Tendipes decorus,0.005300294,201.8831163,Texas pond,Benthos,,Tendipes,Plante Downing 1989,
3527,4,5,Invertebrate,Diptera,Unknown,0.005000345,51.99959965,Lac Char,Zooplankton,,Lauterbornia,Plante Downing 1989,
3528,4,5,Invertebrate,Diptera,Unknown,0.001995262,265.6439932,Lac Char,Benthos,,Orthocladius,Plante Downing 1989,
3529,4,5,Invertebrate,Diptera,Unknown,0.01,23.00382208,Lac Char,Zooplankton,,Pseudodiamesa,Plante Downing 1989,
3530,4,5,Invertebrate,Diptera,Unknown,0.001,1020.234487,Lac Char,Benthos,,Trissocladius,Plante Downing 1989,
3531,4,5,Invertebrate,Diptera,Unknown,0.000422669,83.17637711,Lac Norman,Benthos,,Ceratopogonidae,Plante Downing 1989,
3532,4,5,Invertebrate,Diptera,Unknown,2.55035E-07,74507.50146,Lac Norman,Benthos,,Stempellina,Plante Downing 1989,
3533,4,5,Invertebrate,Diptera,Unknown,0.035999793,181.4261982,Loch Leven,Benthos,,Glyptotendipes,Plante Downing 1989,
3534,4,5,Invertebrate,Diptera,Unknown,0.002000322,729.9615757,Loch Leven,Benthos,,Limnochironomus,Plante Downing 1989,
3535,4,5,Invertebrate,Diptera,Unknown,0.004000369,357.5197187,Loch Leven,Benthos,,Polypedilum,Plante Downing 1989,
3536,4,5,Invertebrate,Diptera,Unknown,0.016319243,2108.142676,Res. Eglwys Nunydd,Benthos,,Chironomidae,Plante Downing 1989,
3537,4,5,Invertebrate,Diptera,Zavrelimyia melanura,0.003981072,276.3121614,Lac de Port-Bielh,,,Zavrelimyia,Plante Downing 1989,
3538,4,5,Invertebrate,Echinoida,Strongylocentrotus droebachensis,2.64,36.8,Aquatic,,,Strongylocentrotus,Miller 1973; in Damuth 1987 (Ref: 456),
3539,4,5,Invertebrate,Ephemeroptera,Baetis rhodani,0.00216,290,Aquatic,,,Baetis,Zelinka 1973; in Damuth 1987 (Ref: 722),
3540,4,5,Invertebrate,Ephemeroptera,Baetis vagans,0.000486,2680,Aquatic,,,Baetis,Waters 1966; in Damuth 1987 (Ref: 688),
3541,4,5,Invertebrate,Ephemeroptera,Brachicercus sp.,0.005799626,474.2419853,Texas pond,Benthos,,Brachicercus,Plante Downing 1989,
3542,4,5,Invertebrate,Ephemeroptera,Ephemerella subvarica,0.0021,3060,Aquatic,,,Ephemerella,Waters 1973; in Damuth 1987 (Ref: 690),
3543,4,5,Invertebrate,Ephemeroptera,Hexagenia limbata,0.011,47.4,Aquatic,Benthos,,Hexagenia,Horst 1975; in Damuth 1987 (Ref: 307),
3544,4,5,Invertebrate,Ephemeroptera,Hexagenia limbata,0.180011396,12.79675927,Lac Savanne,Benthos,,Hexagenia,Plante Downing 1989,
3545,4,5,Invertebrate,Ephemeroptera,Rhitrogena semicolorata,0.00819,232,Aquatic,,,Rhitrogena,Zelinka 1973; in Damuth 1987 (Ref: 722),
3546,4,5,Invertebrate,Forcipulatida,Pisaster ochraceur,629,0.2,Aquatic,,,Pisaster,Paine 1976; in Damuth 1987 (Ref: 507),
3547,4,5,Invertebrate,Haplotaxida,Allolobophora caliginosa,0.218,53.9,Terrestrial,,,Allolobophora,Phillipson 1978; in Damuth 1987 (Ref: 531),
3548,4,5,Invertebrate,Haplotaxida,Allolobophora chlorotica,0.153,2.97,Terrestrial,,,Allolobophora,Phillipson 1978; in Damuth 1987 (Ref: 531),
3549,4,5,Invertebrate,Haplotaxida,Allolobophora longa,1.18,3.58,Terrestrial,,,Allolobophora,Phillipson 1978; in Damuth 1987 (Ref: 531),
3550,4,5,Invertebrate,Haplotaxida,Allolobophora muldali,0.0155,12.4,Terrestrial,,,Allolobophora,Phillipson 1978; in Damuth 1987 (Ref: 531),
3551,4,5,Invertebrate,Haplotaxida,Allolobophora rosea,0.116,34.4,Terrestrial,,,Allolobophora,Phillipson 1978; in Damuth 1987 (Ref: 531),
3552,4,5,Invertebrate,Haplotaxida,Dendrobaena mammalis,0.0282,25.4,Terrestrial,,,Dendrobaena,Phillipson 1978; in Damuth 1987 (Ref: 531),
3553,4,5,Invertebrate,Haplotaxida,Dendrobaena rubida,0.0529,2.31,Terrestrial,,,Dendrobaena,Phillipson 1978; in Damuth 1987 (Ref: 531),
3554,4,5,Invertebrate,Haplotaxida,Ilyodrilus hammoniensis,0.00978,5500,Aquatic,,,Ilyodrilus,Jonasson 1972; in Damuth 1987 (Ref: 331),
3555,4,5,Invertebrate,Haplotaxida,Limnodrilus spp.,0.004588809,937.1303431,Res. Eglwys Nunydd,Benthos,,Limnodrilus,Plante Downing 1989,
3556,4,5,Invertebrate,Haplotaxida,Lumbricus castaneus,0.0585,13.6,Terrestrial,,,Lumbricus,Phillipson 1978; in Damuth 1987 (Ref: 531),
3557,4,5,Invertebrate,Haplotaxida,Lumbricus terrestris,1.86,9.09,Terrestrial,,,Lumbricus,Phillipson 1978; in Damuth 1987 (Ref: 531),
3558,4,5,Invertebrate,Haplotaxida,Millsonia anomala,0.944,18,Terrestrial,,,Millsonia,Lavelle 1971; in Damuth 1987 (Ref: 391),
3559,4,5,Invertebrate,Haplotaxida,Potamothrix hammoniensis,0.00348,29000,Aquatic,Benthos,,Potamothrix,Jonasson 1975; in Damuth 1987 (Ref: 332),
3560,4,5,Invertebrate,Haplotaxida,Potamothrix hammoniensis,0.001100019,11109.64035,Lac Esrom,Benthos,,Potamothrix,Plante Downing 1989,
3561,4,5,Invertebrate,Haplotaxida,Unknown,0.002891346,1660.351351,Res. Eglwys Nunydd,Benthos,,Tubificidae,Plante Downing 1989,
3562,4,5,Invertebrate,Haplotaxida,Vejdovskyella comata,0.00000823,41900,Aquatic,,,Vejdovskyella,Griffiths 1973; in Damuth 1987 (Ref: 264),
3563,4,5,Invertebrate,Hemiptera,Corixa germari,0.0222,1910,Aquatic,,,Corixa,Crisp 1962; in Damuth 1987 (Ref: 137),
3564,4,5,Invertebrate,Hemiptera,Leptopterna dolabrata,0.0183,2.29,Terrestrial,,,Leptopterna,McNeill 1971; in Damuth 1987 (Ref: 428),
3565,4,5,Invertebrate,Hemiptera,Neophilaenus lineatus,0.00254,29.4,Terrestrial,,,Neophilaenus,Hinton 1971; in Damuth 1987 (Ref: 297),
3566,4,5,Invertebrate,Heterobranchia,Arion ater,1.25,1.21,Terrestrial,,,Arion,Jennings 1975; in Damuth 1987 (Ref: 328),
3567,4,5,Invertebrate,Heterobranchia,Arion fasciatus,0.158,6.13,Terrestrial,,,Arion,Jennings 1975; in Damuth 1987 (Ref: 328),
3568,4,5,Invertebrate,Heterobranchia,Arion hortensis,0.155,5.88,Terrestrial,,,Arion,Jennings 1975; in Damuth 1987 (Ref: 328),
3569,4,5,Invertebrate,Heterobranchia,Arion intermedius,0.0638,19,Terrestrial,,,Arion,Jennings 1975; in Damuth 1987 (Ref: 328),
3570,4,5,Invertebrate,Heterobranchia,Arion subfuscus,0.272,0.79,Terrestrial,,,Arion,Jennings 1975; in Damuth 1987 (Ref: 328),
3571,4,5,Invertebrate,Heterobranchia,Carychium tridentatum,0.0002,120,Terrestrial,,,Carychium,Mason 1970; in Damuth 1987 (Ref: 439),
3572,4,5,Invertebrate,Heterobranchia,Cepaea nemoralis,0.15,4.03,Terrestrial,,,Cepaea,Williamson 1977; in Damuth 1987 (Ref: 704),
3573,4,5,Invertebrate,Heterobranchia,Clausilia bidentata,0.00947,0.45,Terrestrial,,,Clausilia,Mason 1970; in Damuth 1987 (Ref: 439),
3574,4,5,Invertebrate,Heterobranchia,Cochlicopa lubrica,0.00383,0.9,Terrestrial,,,Cochlicopa,Mason 1970; in Damuth 1987 (Ref: 439),
3575,4,5,Invertebrate,Heterobranchia,Columella edentula,0.000837,3.37,Terrestrial,,,Columella,Mason 1970; in Damuth 1987 (Ref: 439),
3576,4,5,Invertebrate,Heterobranchia,Discus rotundatus,0.00519,13.5,Terrestrial,,,Discus,Mason 1970; in Damuth 1987 (Ref: 439),
3577,4,5,Invertebrate,Heterobranchia,Ena obscura,0.0184,3.82,Terrestrial,,,Ena,Mason 1970; in Damuth 1987 (Ref: 439),
3578,4,5,Invertebrate,Heterobranchia,Euconulus fulvus,0.00166,1.57,Terrestrial,,,Euconulus,Mason 1970; in Damuth 1987 (Ref: 439),
3579,4,5,Invertebrate,Heterobranchia,Ferrissia rivularis,0.00229,703,Aquatic,,,Ferrissia,Burkey 1971; in Damuth 1987 (Ref: 92),
3580,4,5,Invertebrate,Heterobranchia,Gyraulus deflectus,0.00114,5370,Aquatic,,,Gyraulus,Gillespie 1969; in Damuth 1987 (Ref: 251),
3581,4,5,Invertebrate,Heterobranchia,Gyraulus parvus,0.000864,60,Aquatic,,,Gyraulus,Eckblad 1973; in Damuth 1987 (Ref: 178),
3582,4,5,Invertebrate,Heterobranchia,Hygromia hispida,0.00112,0.67,Terrestrial,,,Hygromia,Mason 1970; in Damuth 1987 (Ref: 439),
3583,4,5,Invertebrate,Heterobranchia,Hygromia striolata,0.0281,8.54,Terrestrial,,,Hygromia,Mason 1970; in Damuth 1987 (Ref: 439),
3584,4,5,Invertebrate,Heterobranchia,Lehmannia marginata,0.544,0.25,Terrestrial,,,Lehmannia,Jennings 1975; in Damuth 1987 (Ref: 328),
3585,4,5,Invertebrate,Heterobranchia,Lymnaea palustris,0.0366,800,Aquatic,,,Lymnaea,"Eckblad 1973; Hunter 1975; in Damuth 1987 (Ref: 178, 315)",
3586,4,5,Invertebrate,Heterobranchia,Physa gyrina,0.0054,778,Aquatic,,,Physa,Gillespie 1969; in Damuth 1987 (Ref: 25I),
3587,4,5,Invertebrate,Heterobranchia,Physa integra,0.0057,311,Aquatic,,,Physa,Eckblad 1973; in Damuth 1987 (Ref: 178),
3588,4,5,Invertebrate,Heterobranchia,Punctum pygmaeum,0.000186,67.2,Terrestrial,,,Punctum,Mason 1970; in Damuth 1987 (Ref: 439),
3589,4,5,Invertebrate,Heterobranchia,Pupilla muscorum,0.000314,0.67,Terrestrial,,,Pupilla,Mason 1970; in Damuth 1987 (Ref: 439),
3590,4,5,Invertebrate,Heterobranchia,Retinella nitidula,0.00488,7.86,Terrestrial,,,Retinella,Mason 1970; in Damuth 1987 (Ref: 439),
3591,4,5,Invertebrate,Heterobranchia,Retinella pura,0.00123,24.7,Terrestrial,,,Retinella,Mason 1970; in Damuth 1987 (Ref: 439),
3592,4,5,Invertebrate,Heterobranchia,Retinella radiatula,0.0024,0.45,Terrestrial,,,Retinella,Mason 1970; in Damuth 1987 (Ref: 439),
3593,4,5,Invertebrate,Heterobranchia,Vallonia pulchella,0.00112,0.67,Terrestrial,,,Vallonia,Mason 1970; in Damuth 1987 (Ref: 439),
3594,4,5,Invertebrate,Heterobranchia,Valvata humeralis,0.00192,2090,Aquatic,,,Valvata,Gillespie 1969; in Damuth 1987 (Ref: 251),
3595,4,5,Invertebrate,Heterobranchia,Valvata tricarinata,5.823713479,0.274789415,Lac Manitoba,Benthos,,Valvata,Plante Downing 1989,
3596,4,5,Invertebrate,Heterobranchia,Vitrea contracta,0.000717,39.1,Terrestrial,,,Vitrea,Mason 1970; in Damuth 1987 (Ref: 439),
3597,4,5,Invertebrate,Heterobranchia,Vitrea pellucida,0.00275,1.57,Terrestrial,,,Vitrea,Mason 1970; in Damuth 1987 (Ref: 439),
3598,4,5,Invertebrate,Hymenoptera,Camponotus acvapimensis,0.0051,220,Terrestrial,,,Camponotus,Lévieux 1983; in Damuth 1987 (Ref: 405),
3599,4,5,Invertebrate,Hymenoptera,Dorylus nigricans,0.00917,34.9,Terrestrial,,,Dorylus,Lévieux 1983; in Damuth 1987 (Ref: 405),
3600,4,5,Invertebrate,Hymenoptera,Pogonomyrmex badius,0.00066,11.6,Terrestrial,,,Pogonomyrmex,"Brian 1967; Golley 1964; in Damuth 1987 (Ref: 72, 258)",
3601,4,5,Invertebrate,Hymenoptera,Tetramorium caespitum,0.000603,4870,Terrestrial,,,Tetramorium,Brian 1965; in Damuth 1987 (Ref: 73),
3602,4,5,Invertebrate,Isopoda,Armadillidium vulgare,0.024,430,Terrestrial,,,Armadillidium,Saito 1969; in Damuth 1987 (Ref: 583),
3603,4,5,Invertebrate,Isopoda,Ligidium hypnorum,0.0069,130,Terrestrial,,,Ligidium,Stachurski 1972; in Damuth 1987 (Ref: 627),
3604,4,5,Invertebrate,Isopoda,Ligidium japonicum,0.0087,55,Terrestrial,,,Ligidium,Saito 1969; in Damuth 1987 (Ref: 583),
3605,4,5,Invertebrate,Isopoda,Philoscia muscorum,0.00241,212,Terrestrial,,,Philoscia,"Sunderland 1976; Sutton 1968; in Damuth 1987 (Ref: 641, 644)",
3606,4,5,Invertebrate,Isopoda,Porcellio scaber,0.009,70,Terrestrial,,,Porcellio,Saito 1969; in Damuth 1987 (Ref: 583),
3607,4,5,Invertebrate,Isopoda,Tracheoniscus rathkei,0.21,16.1,Terrestrial,,,Tracheoniscus,Ricklefs 1979; in Damuth 1987 (Ref: 564),
3608,4,5,Invertebrate,Isopoda,Trichoniscus pusillus,0.000664,811,Terrestrial,,,Trichoniscus,"Phillipson 1983; Sutton 1968; in Damuth 1987 (Ref: 530, 644)",
3609,4,5,Invertebrate,Limacoidea,Agriolimax laevis,0.0737,0.38,Terrestrial,,,Agriolimax,Jennings 1975; in Damuth 1987 (Ref: 328),
3610,4,5,Invertebrate,Limacoidea,Agriolimax reticulatus,2.07,1.29,Terrestrial,,,Agriolimax,Jennings 1975; in Damuth 1987 (Ref: 328),
3611,4,5,Invertebrate,Littorinimorpha,Amnicola limosa,1.53815464,2.535712433,Lac Manitoba,Benthos,,Amnicola,Plante Downing 1989,
3612,4,5,Invertebrate,lsopoda,Asellus aquaticus,0.000939,21.9,Aquatic,Benthos,,Asellus,"Jonasson 1972; Maitland 1974; in Damuth 1987 (Ref: 331, 430 )",
3613,4,5,Invertebrate,lsopoda,Asellus aquaticus,0.560015439,3.571905825,Res. Eglwys Nunydd,Benthos,,Asellus,Plante Downing 1989,
3614,4,5,Invertebrate,lsopoda,Asellus obtusus,1.863802972,0.858618022,Bob black pond,Benthos,,Asellus,Plante Downing 1989,
3615,4,5,Invertebrate,Lumbriculida,Lumbriculus variegatus,0.00181,658,Aquatic,,,Lumbriculus,Maitland 1974; in Damuth 1987 (Ref: 430),
3616,4,5,Invertebrate,Megaloptera,Sialis lutaria,0.0056,153,Aquatic,Benthos,,Sialis,"Giani 1973; Griffiths 1973; in Damuth 1987 (Ref: 250, 264)",
3617,4,5,Invertebrate,Megaloptera,Sialis lutaria,0.150003019,25.3337803,Lac de Port-Bielh,Benthos,,Sialis,Plante Downing 1989,
3618,4,5,Invertebrate,Mesostigmata,Olodiscus minima,0.0000156,2100,Terrestrial,,,Olodiscus,Block 1966; in Damuth 1987 (Ref: 59),
3619,4,5,Invertebrate,Mysida,Neomysis integer,0.065871871,0.379577097,Slotermeer,Zooplankton,,Neomysis,Plante Downing 1989,
3620,4,5,Invertebrate,Mytiloida,Mytilus edulus,0.02,471,Aquatic,,,Mytilus,Burke 1974; in Damuth 1987 (Ref: 91),
3621,4,5,Invertebrate,Neoophora,Otomesostoma auditivum,0.000133,240,Aquatic,,,Otomesostoma,Maitland 1974; in Damuth 1987 (Ref: 430),
3622,4,5,Invertebrate,Oribatida,Carabodes minusculus,0.0000284,9700,Terrestrial,,,Carabodes,Block 1966; in Damuth 1987 (Ref: 59),
3623,4,5,Invertebrate,Oribatida,Chamobates schutzi,0.0000083,4200,Terrestrial,,,Chamobates,Block 1966; in Damuth 1987 (Ref: 59),
3624,4,5,Invertebrate,Oribatida,Nanhermannia nana,0.0000172,1590,Terrestrial,,,Nanhermannia,Block 1966; in Damuth 1987 (Ref: 59),
3625,4,5,Invertebrate,Oribatida,Platynothrus peltifer,0.000056,1300,Terrestrial,,,Platynothrus,Block 1966; in Damuth 1987 (Ref: 59),
3626,4,5,Invertebrate,Orthoptera,Bootettix punctatus,0.086,0.04256,Terrestrial,,,Bootettix,Mispagel 1978; in Damuth 1987 (Ref: 460),
3627,4,5,Invertebrate,Orthoptera,Orchelimum fidicinium,0.156,22.1,Terrestrial,,,Orchelimum,Smalley 1960; in Damuth 1987 (Ref: 613),
3628,4,5,Invertebrate,Orthoptera,Trimerotopsis saxatalis,0.144,0.20125,Terrestrial,,,Trimerotopsis,Duke 1975; in Damuth 1987 (Ref: 163),
3629,4,5,Invertebrate,Orthurethra,Acanthinula aculeata,0.00943,71.5,Terrestrial,,,Acanthinula,Mason 1970; in Damuth 1987 (Ref: 439),
3630,4,5,Invertebrate,Ostreoida,Modiolus demissus,0.49,7.8,Aquatic,,,Modiolus,Kuenzler 1961; in Damuth 1987 (Ref: 381),
3631,4,5,Invertebrate,Panpulmonata,Arianta arbustorum,0.554,4.4,Terrestrial,,,Arianta,Mason 1970; in Damuth 1987 (Ref: 439),
3632,4,5,Invertebrate,Phyllodocida,Neanthes virens,2.75,5.19,Aquatic,,,Neanthes,Kay 1973; in Damuth 1987 (Ref: 342),
3633,4,5,Invertebrate,Ploima,Asplanchna priodonta,8.93511E-07,145512.3987,Lac Krivoe,Zooplankton,,Asplanchna,Plante Downing 1989,
3634,4,5,Invertebrate,Ploima,Asplanchna priodonta,8.93511E-07,447713.3042,Lac Red,Zooplankton,,Asplanchna,Plante Downing 1989,
3635,4,5,Invertebrate,Ploima,Brachionus dimidiatus,2.20039E-07,26509406.21,Lac Nakuru,Zooplankton,,Brachionus,Plante Downing 1989,
3636,4,5,Invertebrate,Ploima,Brachionus plicatilis,2.40049E-06,6425397.5,Lac Nakuru,Zooplankton,,Brachionus,Plante Downing 1989,
3637,4,5,Invertebrate,Ploima,Keratella cochlearis,8.93511E-07,7226.033989,Lac Char,Zooplankton,,Keratella,Plante Downing 1989,
3638,4,5,Invertebrate,Ploima,Unknown,8.93511E-07,9935.735006,Lac Akulkino,Zooplankton,,Asplanchna,Plante Downing 1989,
3639,4,5,Invertebrate,Ploima,Unknown,8.93511E-07,10522.04125,Lac Zelenetzkoye,Zooplankton,,Asplanchna,Plante Downing 1989,
3640,4,5,Invertebrate,Pulmonata,Melampus lineatus,0.006,129,Aquatic,,,Melampus,Burke 1974; in Damuth 1987 (Ref: 91),
3641,4,5,Invertebrate,Rhynchobdellida,Helobdella stagnalis,0.00186,233,Aquatic,Benthos,,Helobdella,"Jonasson 1972; Learner 1974; Maitland 1974; in Damuth 1987 (Ref: 331, 393, 430)",
3642,4,5,Invertebrate,Rhynchobdellida,Helobdella stagnalis,0.01,250.0345362,Res. Eglwys Nunydd,Benthos,,Helobdella,Plante Downing 1989,
3643,4,5,Invertebrate,Sarcoptiformes,Hydrozetes lacustris,0.00000446,41000,Aquatic,,,Hydrozetes,Griffiths 1973; in Damuth 1987 (Ref: 264),
3644,4,5,Invertebrate,Spirobolida,Narceus americanus,2.5,0.29,Terrestrial,,,Narceus,Ricklefs 1979; in Damuth 1987 (Ref: 564),
3645,4,5,Invertebrate,Stylommatophora,Marpessa laminata,0.0045,1.8,Terrestrial,,,Marpessa,Mason 1970; in Damuth 1987 (Ref: 439),
3646,4,5,Invertebrate,Trichoptera,Arthripsodes ancylus,0.0005,6,Aquatic,,,Arthripsodes,Resh 1975; in Damuth 1987 (Ref: 561),
3647,4,5,Invertebrate,Trichoptera,Limnephilus lunatus,0.00119,44,Aquatic,,,Limnephilus,Griffiths 1973; in Damuth 1987 (Ref: 264),
3648,4,5,Invertebrate,Trichoptera,Potamophylax cingulatus,0.0486,33.8,Aquatic,,,Potamophylax,Otto 1975; in Damuth 1987 (Ref: 504),
3649,4,5,Invertebrate,Trichoptera,Tinodes waemeri,0.029998532,584.6554468,Lac Esrom,Benthos,,Tinodes,Plante Downing 1989,
3650,4,5,Invertebrate,Tubificida,Pristina idrensis,0.000059,50500,Aquatic,,,Pristina,Griffiths 1973; in Damuth 1987 (Ref: 264),
3651,4,5,Invertebrate,Unionoida,Anodonta anatina,5.53,11.7,Aquatic,,,Anodonta,Negus 1966; in Damuth 1987 (Ref: 481),
3652,4,5,Invertebrate,Unionoida,Anodonta minima,5.39,0.388,Aquatic,,,Anodonta,Negus 1966; in Damuth 1987 (Ref: 481),
3653,4,5,Invertebrate,Unionoida,Anodonta piscinalis,6.47,1.49,Aquatic,,,Anodonta,Tudorancea 1972; in Damuth 1987 (Ref: 668),
3654,4,5,Invertebrate,Unionoida,Unio pictorum,5.84,5.26,Aquatic,,,Unio,"Negus 1966; Tudorancea 1972; in Damuth 1987 (Ref: 481, 668)",
3655,4,5,Invertebrate,Unionoida,Unio tumidus,6.97,2.5,Aquatic,,,Unio,"Negus 1966; Tudorancea 1972; in Damuth 1987 (Ref: 481, 668)",
3656,4,5,Invertebrate,Unknown,Criptocopus ornatus,0.006325575,20.3001852,Lac Waldsea,,,Criptocopus,Plante Downing 1989,
3657,4,5,Invertebrate,Unknown,Cypria opthalmica,0.00000556,17100,Aquatic,,,Cypria,Griffiths 1973; in Damuth 1987 (Ref: 264),
3658,4,5,Invertebrate,Unknown,Isoplastis monilis,0.0000281,333,Aquatic,,,Isoplastis,Griffiths 1973; in Damuth 1987 (Ref: 264),
3659,4,5,Invertebrate,Unknown,Oligophleboides sigma,0.00154,4500,Aquatic,,,Oligophleboides,Pearson 1972; in Damuth 1987 (Ref: 517),
3660,4,5,Invertebrate,Unknown,Triplya sp.,0.00000313,1.56,Aquatic,,,Triplya,Griffiths 1973; in Damuth 1987 (Ref: 264),
3661,4,5,Invertebrate,Unknown,Unknown,4.69743E-08,8696.009389,Aquatic,,,Unknown,Cyr Peters Downing 1997; Digitised from Fig 2,
3662,4,5,Invertebrate,Unknown,Unknown,1.03825E-07,35352.48934,Aquatic,,,Unknown,Cyr Peters Downing 1997; Digitised from Fig 2,
3663,4,5,Invertebrate,Unknown,Unknown,1.20251E-07,52053.50765,Aquatic,,,Unknown,Cyr Peters Downing 1997; Digitised from Fig 2,
3664,4,5,Invertebrate,Unknown,Unknown,1.13389E-07,118443.1639,Aquatic,,,Unknown,Cyr Peters Downing 1997; Digitised from Fig 2,
3665,4,5,Invertebrate,Unknown,Unknown,2.90262E-07,124313.9883,Aquatic,,,Unknown,Cyr Peters Downing 1997; Digitised from Fig 2,
